m_urn,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise
urn:li:member:33986070,0.143,71.837,0.572,6.267,11.126,9.913,0.143
urn:li:member:7076724,0.527,26.853,0.163,1.186,58.464,12.659,0.149
urn:li:member:26515260,0.085,0.008,0.005,99.846,0.043,0.005,0.007
urn:li:member:33924370,0.02,0.221,0.106,29.426,70.171,0.036,0.02
urn:li:member:36013606,0.001,1.743,0.001,97.978,0.269,0.008,0.001
urn:li:member:27263355,0.011,0.001,0.001,99.943,0.038,0.005,0.001
urn:li:member:38883794,0.261,0.014,4.809,94.598,0.251,0.014,0.052
urn:li:member:187915230,0.008,0.311,0.008,0.499,98.918,0.184,0.073
urn:li:member:102946968,0.158,91.149,0.051,8.217,0.025,0.375,0.025
urn:li:member:49118164,0.011,0.069,0.011,93.485,6.23,0.011,0.184
urn:li:member:43034788,0.021,0.061,0.022,99.856,0.006,0.006,0.028
urn:li:member:20849957,0.214,0.172,7.336,4.047,87.763,0.296,0.172
urn:li:member:143993656,0.0,0.004,0.0,91.576,8.418,0.0,0.0
urn:li:member:21104137,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:6276960,0.015,0.847,0.054,98.863,0.191,0.015,0.015
urn:li:member:548796,0.0,0.0,0.0,0.643,6.328,93.027,0.002
urn:li:member:13567660,0.625,0.005,0.041,99.289,0.005,0.005,0.032
urn:li:member:156695996,0.019,0.01,0.418,80.298,0.01,0.01,19.236
urn:li:member:60882198,0.049,0.009,0.075,0.337,99.467,0.053,0.009
urn:li:member:3623964,0.016,0.016,19.434,80.265,0.016,0.057,0.195
urn:li:member:19140527,0.0,0.0,0.0,0.014,99.92,0.061,0.003
urn:li:member:289251276,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:6982171,0.32,0.598,3.082,83.691,0.65,5.183,6.476
urn:li:member:55127835,0.063,0.063,0.334,82.684,6.969,8.139,1.748
urn:li:member:6703833,0.067,0.067,0.881,64.521,34.136,0.067,0.262
urn:li:member:79121956,0.0,0.004,0.0,99.99,0.001,0.0,0.005
urn:li:member:27777622,0.002,0.026,0.14,99.822,0.002,0.003,0.005
urn:li:member:175009823,0.0,0.0,0.0,4.676,95.324,0.0,0.0
urn:li:member:87900259,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:1170646,0.018,0.018,0.018,59.301,39.886,0.194,0.565
urn:li:member:3708571,0.017,0.0,0.0,99.972,0.0,0.0,0.01
urn:li:member:3011477,0.034,1.94,0.231,0.034,97.627,0.1,0.034
urn:li:member:6559429,0.022,0.057,0.018,95.47,2.706,0.018,1.709
urn:li:member:1769263,0.0,0.0,0.003,99.895,0.1,0.0,0.0
urn:li:member:115927745,0.001,0.073,0.037,99.877,0.001,0.008,0.003
urn:li:member:167572299,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:1622080,0.0,0.0,0.0,64.041,35.958,0.0,0.0
urn:li:member:8226337,0.004,0.379,0.004,98.951,0.004,0.148,0.511
urn:li:member:126765,0.011,0.722,0.011,98.256,0.971,0.017,0.011
urn:li:member:11776141,0.999,0.204,3.016,1.812,16.536,77.23,0.204
urn:li:member:11986884,0.0,0.0,0.0,99.997,0.003,0.0,0.0
urn:li:member:5093822,0.033,0.014,0.014,6.57,5.426,87.93,0.014
urn:li:member:23091867,0.002,0.235,0.568,99.187,0.002,0.002,0.005
urn:li:member:7648983,0.0,0.0,0.0,99.959,0.04,0.0,0.001
urn:li:member:101285865,0.001,0.001,0.011,98.514,1.469,0.004,0.001
urn:li:member:64507948,0.02,0.157,0.229,99.478,0.01,0.01,0.097
urn:li:member:3754628,0.003,0.082,0.003,36.172,63.714,0.022,0.003
urn:li:member:27376269,0.223,0.133,0.404,57.281,37.054,1.1,3.805
urn:li:member:20451871,0.0,0.0,0.0,99.991,0.009,0.0,0.0
urn:li:member:73883763,0.0,0.0,0.001,99.999,0.0,0.0,0.0
urn:li:member:87612553,0.019,0.848,0.04,10.539,87.769,0.767,0.019
urn:li:member:10237657,0.001,0.447,0.001,99.535,0.009,0.005,0.001
urn:li:member:10340092,0.0,0.0,0.004,99.991,0.0,0.005,0.0
urn:li:member:12040217,0.0,1.005,0.0,98.97,0.024,0.0,0.0
urn:li:member:13281770,0.042,0.042,3.547,76.561,2.65,0.042,17.114
urn:li:member:12096512,0.0,0.001,0.0,99.969,0.025,0.004,0.0
urn:li:member:169556998,0.058,0.008,0.001,99.917,0.001,0.001,0.013
urn:li:member:9596372,0.001,0.0,0.0,99.997,0.001,0.001,0.0
urn:li:member:7883220,0.004,0.004,0.004,0.087,98.058,1.716,0.126
urn:li:member:55669126,0.001,0.002,0.001,99.913,0.048,0.029,0.005
urn:li:member:69527896,0.022,0.197,0.022,12.507,82.658,0.022,4.573
urn:li:member:169450597,54.018,7.58,2.095,33.871,0.22,1.982,0.234
urn:li:member:140892078,0.046,0.204,0.046,94.24,2.818,2.506,0.139
urn:li:member:6373233,0.131,0.131,1.169,5.308,72.78,20.351,0.131
urn:li:member:57142876,0.003,0.003,0.194,99.604,0.186,0.005,0.003
urn:li:member:152989546,0.002,0.001,0.001,99.429,0.558,0.001,0.007
urn:li:member:17941297,0.017,82.398,0.369,15.335,1.848,0.018,0.017
urn:li:member:37460871,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:45477965,0.006,0.005,0.005,0.081,99.094,0.806,0.005
urn:li:member:13407776,0.023,1.272,13.023,0.023,0.023,81.149,4.488
urn:li:member:109580443,0.001,0.001,0.001,0.183,99.81,0.003,0.003
urn:li:member:46235362,0.003,0.031,0.001,99.961,0.002,0.001,0.002
urn:li:member:13450979,0.103,0.013,1.483,98.282,0.003,0.003,0.115
urn:li:member:81241607,0.0,0.002,0.0,99.994,0.0,0.0,0.003
urn:li:member:156385374,5.854,9.699,0.066,4.539,79.709,0.066,0.066
urn:li:member:3682692,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:768519,0.001,0.025,0.175,99.79,0.001,0.005,0.003
urn:li:member:260596625,0.009,0.019,0.013,2.001,97.939,0.009,0.01
urn:li:member:22882656,0.001,0.001,0.001,76.293,23.689,0.015,0.001
urn:li:member:2640681,0.01,0.009,0.62,0.009,84.403,14.906,0.043
urn:li:member:1313005,0.001,0.003,0.005,98.642,1.347,0.001,0.001
urn:li:member:39712760,0.018,0.114,0.137,3.917,0.018,0.018,95.778
urn:li:member:75022997,0.306,67.413,0.274,20.215,5.29,5.183,1.319
urn:li:member:609392,0.018,0.029,0.018,72.591,26.343,0.018,0.983
urn:li:member:8903167,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:6386477,1.335,16.401,7.897,68.943,0.11,5.204,0.11
urn:li:member:89770635,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:65386988,0.002,0.001,0.002,0.001,99.825,0.001,0.169
urn:li:member:26458505,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:188089360,0.0,0.0,0.0,99.83,0.0,0.17,0.0
urn:li:member:40906078,0.0,0.006,0.0,99.994,0.0,0.0,0.0
urn:li:member:196276793,0.024,0.028,0.0,99.941,0.0,0.0,0.006
urn:li:member:25975759,0.0,0.0,0.0,0.011,99.988,0.0,0.0
urn:li:member:108339927,0.003,0.003,0.041,99.635,0.001,0.001,0.316
urn:li:member:53841100,0.001,0.001,0.001,0.322,99.444,0.001,0.23
urn:li:member:43996601,0.002,0.003,0.0,0.0,99.99,0.004,0.0
urn:li:member:125329104,0.001,0.001,0.001,96.15,3.723,0.001,0.122
urn:li:member:4845382,0.003,94.728,0.003,4.309,0.939,0.015,0.003
urn:li:member:22710761,0.138,0.169,0.843,2.637,95.037,0.187,0.989
urn:li:member:163277756,0.003,0.003,0.003,97.99,0.879,0.003,1.12
urn:li:member:6113303,11.899,0.001,0.001,88.069,0.026,0.001,0.002
urn:li:member:51950068,0.0,0.0,0.033,99.967,0.0,0.0,0.0
urn:li:member:130606,0.017,0.017,0.017,22.093,68.377,0.017,9.464
urn:li:member:17926432,0.003,0.003,0.003,62.895,37.027,0.007,0.062
urn:li:member:2428017,1.606,8.227,1.099,40.922,46.877,1.098,0.17
urn:li:member:493851260,0.0,0.009,0.0,99.99,0.0,0.0,0.0
urn:li:member:368045,0.272,0.17,0.043,99.387,0.037,0.054,0.037
urn:li:member:273617445,0.002,0.002,0.002,15.786,9.69,0.002,74.517
urn:li:member:1372059,0.004,2.612,0.007,96.912,0.443,0.017,0.004
urn:li:member:13235667,0.002,0.018,0.001,99.978,0.0,0.0,0.0
urn:li:member:13868015,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:78210009,0.0,0.0,0.0,99.979,0.019,0.001,0.001
urn:li:member:2626922,0.031,2.116,0.009,49.91,0.012,47.913,0.009
urn:li:member:14161254,0.001,0.0,0.0,99.991,0.0,0.0,0.008
urn:li:member:4557037,0.298,0.105,0.012,0.717,98.756,0.025,0.086
urn:li:member:249651735,0.002,0.341,0.004,99.145,0.002,0.002,0.505
urn:li:member:60374333,0.001,0.001,0.001,0.003,99.877,0.008,0.109
urn:li:member:58007780,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:20714429,0.0,0.002,0.0,99.997,0.0,0.0,0.001
urn:li:member:16543747,0.018,0.018,0.02,62.811,34.49,2.625,0.018
urn:li:member:42146703,2.105,0.016,0.02,13.715,0.016,84.112,0.016
urn:li:member:161479315,0.003,0.009,0.003,99.912,0.026,0.003,0.045
urn:li:member:183022189,0.002,0.07,0.003,99.428,0.002,0.164,0.331
urn:li:member:578068994,0.005,0.0,0.0,0.0,99.993,0.0,0.002
urn:li:member:15466364,0.0,0.021,0.0,99.979,0.0,0.0,0.0
urn:li:member:6796112,0.0,0.126,0.004,0.001,99.868,0.0,0.0
urn:li:member:41905147,0.007,0.007,0.007,98.725,0.007,0.291,0.954
urn:li:member:10955231,0.003,0.016,0.001,99.966,0.001,0.012,0.001
urn:li:member:77613937,0.756,0.818,0.17,87.191,5.819,5.097,0.149
urn:li:member:13268206,0.688,0.159,0.017,0.195,98.331,0.015,0.595
urn:li:member:112738764,0.0,0.018,0.0,0.006,99.93,0.008,0.037
urn:li:member:15365839,0.0,0.014,0.006,99.979,0.0,0.0,0.0
urn:li:member:142653537,0.002,18.779,0.577,80.598,0.002,0.04,0.002
urn:li:member:2188945,0.001,0.254,0.001,99.58,0.156,0.003,0.005
urn:li:member:2017554,0.014,0.219,1.038,98.723,0.002,0.002,0.002
urn:li:member:103477329,0.001,0.001,0.001,93.812,6.165,0.002,0.018
urn:li:member:44704053,0.015,0.015,0.015,86.763,12.444,0.693,0.054
urn:li:member:53273196,0.004,0.022,0.004,25.462,74.074,0.004,0.429
urn:li:member:14242807,0.016,0.0,0.0,0.002,99.82,0.161,0.0
urn:li:member:51331763,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:272211122,0.03,0.143,31.143,55.486,0.03,13.136,0.03
urn:li:member:94425939,0.037,0.002,0.005,99.936,0.002,0.015,0.002
urn:li:member:58372504,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:24741309,0.02,0.0,0.0,0.195,99.775,0.01,0.0
urn:li:member:8135967,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:32316122,0.001,0.0,0.0,8.236,91.762,0.0,0.0
urn:li:member:124509610,0.02,0.31,0.02,3.912,55.455,0.02,40.262
urn:li:member:166500070,0.012,0.792,0.012,45.812,53.312,0.049,0.012
urn:li:member:52731035,0.0,0.0,0.0,99.999,0.001,0.0,0.0
urn:li:member:1270493,0.001,0.003,0.005,99.991,0.0,0.0,0.0
urn:li:member:215953215,0.004,0.004,0.004,80.057,19.918,0.008,0.004
urn:li:member:111707579,0.002,0.027,0.42,99.516,0.002,0.03,0.003
urn:li:member:7182912,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:10868250,0.009,0.009,0.009,65.741,34.084,0.069,0.08
urn:li:member:13202801,0.0,0.0,0.0,99.995,0.001,0.003,0.001
urn:li:member:141355924,0.0,0.0,0.001,99.999,0.0,0.0,0.0
urn:li:member:18170740,0.0,0.048,0.0,99.95,0.0,0.001,0.001
urn:li:member:61450602,1.365,0.004,0.211,0.972,97.44,0.004,0.004
urn:li:member:170931673,94.801,3.145,0.016,0.016,1.989,0.016,0.017
urn:li:member:26429669,0.017,1.138,0.017,9.495,89.274,0.017,0.043
urn:li:member:3592566,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:17812447,0.39,0.004,0.001,99.599,0.001,0.001,0.004
urn:li:member:123070783,0.013,0.019,0.005,0.219,99.679,0.011,0.055
urn:li:member:46285169,0.0,0.004,0.0,99.987,0.008,0.0,0.0
urn:li:member:10018969,0.008,0.008,0.179,21.608,77.562,0.008,0.626
urn:li:member:13375182,0.0,0.003,0.0,20.811,79.185,0.0,0.0
urn:li:member:13154305,0.001,0.001,0.001,99.976,0.019,0.002,0.001
urn:li:member:208187200,0.001,0.001,0.01,0.071,99.695,0.21,0.012
urn:li:member:12171527,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:48511770,0.0,0.0,0.007,99.965,0.005,0.023,0.0
urn:li:member:10430442,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:100238291,0.346,0.054,0.02,70.579,28.903,0.02,0.079
urn:li:member:4105075,0.0,0.0,0.002,99.981,0.002,0.014,0.0
urn:li:member:14623073,0.001,0.001,0.002,0.592,99.402,0.001,0.001
urn:li:member:17564206,0.736,0.0,0.005,99.258,0.0,0.0,0.0
urn:li:member:25339857,0.001,0.001,0.027,99.74,0.227,0.001,0.004
urn:li:member:11380202,0.003,0.065,0.003,0.117,99.77,0.006,0.036
urn:li:member:246833900,0.004,4.624,0.005,94.878,0.48,0.004,0.004
urn:li:member:59074255,0.0,0.0,0.0,0.0,100.0,0.0,0.0
urn:li:member:5827891,0.0,0.0,0.0,0.0,99.999,0.0,0.0
urn:li:member:74653124,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:59674392,0.021,0.009,0.019,99.949,0.001,0.001,0.001
urn:li:member:18782433,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:265968783,0.067,0.902,0.067,33.835,22.616,42.445,0.067
urn:li:member:3049660,0.004,0.019,0.004,99.795,0.136,0.04,0.004
urn:li:member:32671672,0.001,0.001,0.088,99.883,0.001,0.026,0.001
urn:li:member:124203940,0.001,0.001,98.932,0.001,0.001,0.005,1.058
urn:li:member:84238641,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:7429403,0.067,0.003,0.774,99.119,0.032,0.003,0.003
urn:li:member:5071710,0.006,0.001,0.02,99.965,0.001,0.003,0.004
urn:li:member:31188941,0.005,0.01,0.005,2.852,97.105,0.019,0.005
urn:li:member:43964171,0.001,0.0,0.0,0.0,99.988,0.006,0.004
urn:li:member:66142091,0.0,0.078,0.001,99.92,0.0,0.0,0.0
urn:li:member:11475712,0.001,0.008,0.0,99.989,0.0,0.002,0.0
urn:li:member:3049826,0.03,0.924,6.175,92.7,0.03,0.11,0.03
urn:li:member:1844974,0.003,0.0,0.001,99.995,0.0,0.0,0.0
urn:li:member:6784813,0.03,2.841,1.65,94.093,0.03,1.326,0.03
urn:li:member:4052230,2.22,0.117,78.131,0.117,4.499,7.013,7.904
urn:li:member:679945,0.002,0.002,0.002,99.784,0.002,0.007,0.204
urn:li:member:150949402,0.001,0.001,0.001,86.561,0.051,0.001,13.382
urn:li:member:1120943,0.018,0.0,0.001,99.973,0.0,0.0,0.007
urn:li:member:22053111,0.0,0.001,0.0,99.89,0.0,0.109,0.0
urn:li:member:15370247,0.014,15.921,0.002,84.054,0.002,0.002,0.005
urn:li:member:4743231,0.003,0.004,0.313,99.638,0.037,0.003,0.003
urn:li:member:26678364,0.027,0.027,0.614,94.665,3.551,0.236,0.88
urn:li:member:32476362,0.002,0.006,0.002,76.809,23.051,0.003,0.128
urn:li:member:431547666,0.0,0.0,0.02,99.801,0.0,0.0,0.178
urn:li:member:91283134,0.001,0.001,0.008,99.987,0.001,0.001,0.001
urn:li:member:18356847,0.0,0.0,0.001,98.77,1.228,0.0,0.0
urn:li:member:105991646,0.001,0.031,0.001,99.926,0.001,0.01,0.031
urn:li:member:141628895,0.0,0.0,0.0,99.984,0.0,0.0,0.016
urn:li:member:18171894,0.052,5.378,0.1,78.754,0.516,15.147,0.053
urn:li:member:171421547,5.161,2.451,0.201,56.469,33.086,0.201,2.43
urn:li:member:552031,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:19068065,0.0,0.0,0.0,99.999,0.0,0.0,0.001
urn:li:member:24111379,0.0,0.0,0.0,99.961,0.039,0.0,0.0
urn:li:member:302725272,0.007,0.526,0.007,99.409,0.009,0.007,0.034
urn:li:member:24555627,0.0,0.0,0.0,99.999,0.001,0.0,0.0
urn:li:member:488700,0.001,0.001,0.013,99.712,0.007,0.001,0.265
urn:li:member:188896420,0.002,0.002,0.002,75.592,24.395,0.002,0.002
urn:li:member:62652854,0.001,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:4448507,0.002,0.02,0.019,99.528,0.411,0.018,0.002
urn:li:member:280241,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:167743667,0.14,1.078,0.109,1.08,1.837,95.647,0.109
urn:li:member:6073962,0.002,0.012,0.025,99.812,0.022,0.125,0.002
urn:li:member:46893129,0.001,0.0,0.034,99.955,0.0,0.009,0.0
urn:li:member:5804521,0.0,0.007,0.287,99.692,0.0,0.013,0.001
urn:li:member:141838185,0.001,0.001,0.001,99.167,0.828,0.001,0.001
urn:li:member:4008213,0.022,0.007,0.007,15.057,83.17,0.007,1.73
urn:li:member:44176385,0.002,0.002,0.148,99.537,0.002,0.233,0.075
urn:li:member:15064877,0.011,1.873,0.051,97.842,0.008,0.008,0.208
urn:li:member:74995043,0.0,0.0,0.0,99.935,0.064,0.0,0.0
urn:li:member:38708419,0.011,0.019,0.286,99.626,0.035,0.011,0.011
urn:li:member:211783535,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:63103155,0.002,0.007,0.001,99.989,0.0,0.0,0.0
urn:li:member:2653193,0.04,96.146,0.065,1.396,2.267,0.045,0.04
urn:li:member:146435591,0.003,0.017,0.003,90.173,9.792,0.003,0.01
urn:li:member:229185377,0.022,0.03,0.022,94.046,4.722,0.022,1.136
urn:li:member:76592578,0.0,0.0,0.0,99.997,0.002,0.0,0.001
urn:li:member:1005266,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:1339616,0.883,0.003,0.003,98.989,0.116,0.003,0.003
urn:li:member:20459336,0.001,0.607,0.001,99.19,0.2,0.001,0.001
urn:li:member:18837955,0.088,0.014,0.014,93.394,6.154,0.322,0.014
urn:li:member:8529913,0.0,0.0,0.0,99.999,0.0,0.0,0.001
urn:li:member:4380364,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:1320162,0.009,0.755,0.009,99.141,0.01,0.018,0.058
urn:li:member:51344436,0.0,0.0,0.01,0.032,99.917,0.0,0.04
urn:li:member:8323478,0.591,0.001,0.001,0.363,98.549,0.001,0.493
urn:li:member:111411933,0.0,0.0,0.0,16.958,83.041,0.0,0.0
urn:li:member:115762542,0.003,0.436,0.036,0.002,99.464,0.057,0.002
urn:li:member:1677379,0.002,2.202,0.002,96.8,0.989,0.002,0.002
urn:li:member:11153703,0.0,0.289,0.0,99.686,0.0,0.0,0.024
urn:li:member:181487891,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:118134220,0.001,0.001,0.001,0.018,99.96,0.004,0.016
urn:li:member:83081199,0.011,0.559,0.227,94.166,4.996,0.011,0.03
urn:li:member:17068639,0.055,0.213,0.698,0.018,98.827,0.15,0.038
urn:li:member:67227289,0.0,0.028,0.0,99.945,0.001,0.0,0.025
urn:li:member:4349246,0.001,0.063,0.001,99.908,0.023,0.001,0.001
urn:li:member:174439261,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:86086981,0.0,0.0,0.078,99.917,0.0,0.004,0.0
urn:li:member:85845446,0.002,0.585,0.002,99.314,0.002,0.02,0.074
urn:li:member:100282986,0.005,0.005,0.007,1.312,98.576,0.091,0.005
urn:li:member:12736151,0.004,0.002,0.002,16.137,83.851,0.002,0.002
urn:li:member:99530,0.0,0.0,0.0,99.575,0.424,0.0,0.0
urn:li:member:189450436,0.107,1.209,0.352,0.01,52.478,45.833,0.01
urn:li:member:156376436,0.0,0.0,0.0,99.998,0.0,0.002,0.0
urn:li:member:24019491,0.003,0.009,0.032,99.929,0.003,0.004,0.021
urn:li:member:69963672,0.029,0.002,1.954,98.01,0.002,0.002,0.002
urn:li:member:7695158,2.016,0.045,0.217,0.018,97.696,0.004,0.004
urn:li:member:11343055,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:8206983,0.003,0.444,0.004,99.063,0.41,0.075,0.003
urn:li:member:2687294,0.584,0.036,0.02,99.025,0.253,0.062,0.02
urn:li:member:85732936,0.001,0.001,0.103,99.774,0.107,0.013,0.001
urn:li:member:5594920,0.0,0.03,0.0,99.968,0.001,0.0,0.0
urn:li:member:7683224,0.0,0.01,0.002,99.986,0.0,0.0,0.002
urn:li:member:4185788,0.005,0.002,0.055,0.433,99.502,0.002,0.002
urn:li:member:222150985,0.018,76.067,0.965,22.725,0.131,0.018,0.077
urn:li:member:26259295,0.001,0.094,0.001,99.885,0.003,0.001,0.016
urn:li:member:32789667,0.003,0.003,0.003,82.883,17.089,0.015,0.003
urn:li:member:27568156,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:28559677,0.001,0.002,0.0,99.997,0.0,0.0,0.0
urn:li:member:16154909,6.401,19.267,0.629,14.636,58.279,0.557,0.232
urn:li:member:19455224,0.91,0.61,71.992,0.798,2.373,23.099,0.218
urn:li:member:13128118,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:90712896,0.013,0.003,0.021,99.902,0.003,0.015,0.044
urn:li:member:565804448,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:47507379,0.356,3.043,12.248,79.869,2.816,1.073,0.594
urn:li:member:2744424,0.003,0.522,0.014,99.371,0.077,0.01,0.003
urn:li:member:8592768,0.051,0.051,0.051,88.255,9.221,0.56,1.811
urn:li:member:13344049,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:13778774,2.867,0.003,0.004,0.013,97.094,0.015,0.003
urn:li:member:34236887,0.0,0.0,0.0,99.997,0.0,0.0,0.002
urn:li:member:125478125,0.004,0.004,0.61,99.329,0.027,0.004,0.022
urn:li:member:10609835,0.005,0.745,0.309,96.289,2.585,0.062,0.005
urn:li:member:63041399,0.017,0.064,0.05,91.024,7.445,1.345,0.054
urn:li:member:30107844,0.029,1.899,0.029,55.743,41.631,0.089,0.581
urn:li:member:54022856,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:5166487,0.001,0.486,0.001,0.225,99.246,0.007,0.033
urn:li:member:302505,0.495,0.006,2.658,96.838,0.001,0.001,0.001
urn:li:member:26177015,0.002,0.004,0.015,99.977,0.001,0.001,0.001
urn:li:member:245666607,0.036,0.036,1.099,62.313,35.779,0.701,0.036
urn:li:member:12336942,0.003,0.058,0.061,99.314,0.003,0.544,0.016
urn:li:member:46980092,98.167,0.59,0.075,0.044,1.092,0.014,0.018
urn:li:member:21153493,0.0,0.0,0.0,0.009,99.986,0.0,0.005
urn:li:member:12069201,0.147,1.623,0.067,32.519,5.852,59.759,0.034
urn:li:member:272410,0.0,0.0,0.0,99.953,0.044,0.0,0.002
urn:li:member:7168009,0.0,0.007,0.0,99.987,0.0,0.006,0.0
urn:li:member:10898985,1.3,0.765,27.52,9.232,56.195,0.584,4.404
urn:li:member:18811299,0.009,0.108,7.069,92.572,0.223,0.009,0.009
urn:li:member:26581824,0.009,0.0,0.0,99.937,0.0,0.0,0.053
urn:li:member:174521661,40.629,27.398,2.775,28.133,0.053,0.959,0.053
urn:li:member:54049462,0.007,0.548,0.928,98.094,0.007,0.319,0.097
urn:li:member:14725915,0.104,1.894,0.104,5.916,87.497,0.104,4.382
urn:li:member:12968015,1.162,0.003,0.002,98.565,0.264,0.002,0.002
urn:li:member:15933293,0.025,0.006,0.167,99.737,0.003,0.003,0.059
urn:li:member:7614545,0.0,0.0,0.0,0.272,0.606,0.0,99.121
urn:li:member:17673038,0.0,0.003,0.0,99.997,0.0,0.0,0.0
urn:li:member:99301876,0.089,2.956,8.687,22.748,64.102,1.329,0.089
urn:li:member:12929185,0.001,0.011,0.002,99.974,0.001,0.007,0.005
urn:li:member:226655625,0.006,0.547,0.025,5.328,94.026,0.006,0.063
urn:li:member:16107747,0.002,98.231,0.002,0.698,0.002,0.002,1.062
urn:li:member:34277599,0.366,0.007,0.007,0.332,99.101,0.012,0.175
urn:li:member:191090445,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:89388808,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:37280857,0.0,0.0,0.0,0.096,99.904,0.0,0.0
urn:li:member:106466062,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:33606597,0.052,15.453,0.017,84.372,0.017,0.017,0.072
urn:li:member:311470844,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:3568220,0.064,0.113,0.663,1.699,42.027,0.071,55.363
urn:li:member:22294385,0.0,0.0,0.0,99.619,0.38,0.0,0.0
urn:li:member:220470784,0.001,0.0,0.001,99.995,0.0,0.0,0.004
urn:li:member:8159621,0.025,0.0,0.0,99.902,0.0,0.072,0.0
urn:li:member:27195394,0.03,0.145,0.03,83.939,6.39,9.435,0.03
urn:li:member:7466613,0.002,0.003,0.002,8.897,91.074,0.002,0.021
urn:li:member:168788852,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:257070121,0.001,0.001,0.001,99.893,0.029,0.073,0.001
urn:li:member:7555688,0.0,0.0,0.0,99.934,0.063,0.001,0.001
urn:li:member:20630090,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:293508881,95.083,0.007,0.007,4.862,0.029,0.007,0.007
urn:li:member:81783966,1.04,0.009,9.408,0.009,0.58,88.945,0.009
urn:li:member:139211932,0.0,0.0,0.0,0.009,99.991,0.0,0.0
urn:li:member:231163882,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:4156095,0.039,0.112,0.013,0.153,99.617,0.013,0.053
urn:li:member:12540583,0.0,0.0,0.0,99.85,0.147,0.001,0.001
urn:li:member:50477498,0.0,0.0,0.0,98.945,1.055,0.0,0.0
urn:li:member:2221467,0.004,0.0,0.0,0.005,99.99,0.001,0.0
urn:li:member:3963459,0.107,3.025,0.107,55.579,33.881,7.065,0.236
urn:li:member:4763507,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:79683096,0.007,0.021,0.007,91.165,0.035,0.007,8.759
urn:li:member:20538923,0.002,0.017,0.002,0.038,99.673,0.266,0.003
urn:li:member:35054439,0.0,0.001,0.0,0.001,99.999,0.0,0.0
urn:li:member:168057190,0.0,0.001,0.0,99.996,0.001,0.001,0.0
urn:li:member:97900402,0.001,0.001,0.001,0.052,99.346,0.025,0.574
urn:li:member:192682263,0.811,0.079,9.402,0.127,85.896,3.058,0.627
urn:li:member:20261054,0.001,0.201,0.171,99.625,0.001,0.001,0.001
urn:li:member:43287233,0.001,0.0,0.001,0.109,99.862,0.003,0.025
urn:li:member:172202013,0.005,0.0,0.0,0.0,99.993,0.0,0.002
